sentiment,text,data_id
positive,Placed my order and it was here when promised as it was described. Only catch is it's a fraction of the cost of the name brand ones! Same great taste and installs the same easy way! Thank you :),6
positive,"Motor arrived promptly and well packaged.  The new motor was wired differently than my old one and the instructions for making that correction were hard to understand.  I had to go to You Tube to get it wired correctly, but not a major issue.",6
negative,It was too big,6
positive,"I would recommend this product for anyone with a Keurig K-cup brewer.  This refillable cup has worked flawlessly, no grounds in the coffee, is easy to use, and A LOT cheaper than the K-cups.",6
positive,This counter top dishwasher is easy to set up and it's fairly quiet. It gets the dishes clean. I like it and would recommend it to anyone who hates hand washing dishes but has no room for a full sized dishwasher. Thumbs up for this product.,6
positive,They were very heavy and sturdy. I have bought these before at a local store these are much sturdier.,6
positive,works great,6
positive,I use the in my Keurig. I love them,6
positive,"I have 2 now, it's easier to get grounds out and clean a cold container",6
positive,"I bought this product because power of the fan because my primary goal was to get rid of smell in my kitchen. It does the job, however, I am not a big fan of the touch screen as it is not very responsive. The military time doesn't make sense but I don't really care for it. Installation was a pain but its mostly due to my inexperience and I was able to install it my self. Overall, if you are looking to get rid of the cooking smell from your kitchen then go ahead with this purchase.",6
positive,"I buy all the time, excellent deal.",6
positive,Works great!  Perfect replacement part!,6
positive,Easy to install and works great. Saved bucu bucks from being ripped off by LG.,6
positive,very happy $ save money and time,6
positive,"Watched a YouTube video for the install.  Very easy.  Initially it did not appear to work until I reset ice maker by unplugging fridge, waiting two minutes and plugging back in.  12 hours later I had ice.",6
negative,The flow sucks,6
positive,"A humidifier is very important for our health during the very cold winters. Every year I have gone through filters, some fall apart very quickly specifically when they need to be cleaned of the dust they pick up and the lime from the water. This is lasting a very long time, and here's the best thing: it comes with a cleaning zip lock bag. Slip the dirty filter in there, pour in the vinegar, press it closed vacuum tight like, so it is submerged in vinegar, zip it shut. Bag comes with a drain plug too. Drain, rinse, and it's ready to go !",6
negative,Got it as a gift but I can't get it to seat properly in my Keurig K155. Too bad. Seemed like a good idea.,6
negative,"I live in a very warm and humid tropical island - thus high need for more ice.  The machine does not produce ice at all in our 85 degree ambient air temperature.  If I move it into an air-conditioned room and set the airco very high, we get a little ice.  Much better to just buy a bag of ice from the market.  Do not recommend, at least in warm climates.",6
positive,"Honestly, I used this as an extension to my existing washer drain hose and it worked great. Not a leak nor issue with it!<br />Make sure to follow the instructions, too, so you don't create a syphon.",6
positive,Best water filters for my system. Saves me from going to the box stores and trying to find them.,6
positive,Perfect fit and a 1 minute fix,6
positive,"Love it, it’s perfect for multiple cups of espresso<br />It’s a textured grip which is great",6
negative,I have tried several times now to replace my old filter with this new one and it won't snap in. It appears to be identical to the old one but for some reason it goes it but will not snap into place.,6
negative,"I bought two more and arrive different gray.. now what should I do, I need same color. Be sure to order the right quantity the first time",6
positive,Working fine,6
positive,"Nice to have a supply of filters on hand! Great price and the delivery was fast.  Happy coffee drinker, here!",6
positive,No problem,6
positive,"Ok, first of all, if you don't have a Chemex, GET ONE!!! They are the most amazing coffee makers. I have tried so many different brands and styles of coffee makers, and the Chemex is by far the best experience (yes, experience) I've ever had with coffee. Please, go research it and give it a try.<br /><br />Now, as far as Chemex coffee filters go, these are the best! One of the main things that makes the Chemex coffee experience so amazing are these filters. I don't know what voodoo magic they put in these, but these filters do an amazing job of filtering out the bitterness of coffee while leaving the taste. Drinking coffee really is a new experience with these filters.<br /><br />Let me also stress how important it is to get this exact product. There are other Chemex coffee filters that don't seem to do as good of a job as these. This one is made from unbleached filter paper, and I've only had the best experience with this kind. The other ones are bleached filters (they look perfectly white, while these look slightly brown), and they don't seem to do as well. Not sure why, but every time I use these, I love my coffee (and vice versa, when I use the white ones, I question everything I know about Chemex...). Yes, they are more expensive than a Walmart variety, but it is worth it.<br /><br />Bottom line, get a Chemex, and get these filters. The two together are a perfect match, and you will not be disappointed.",6
negative,"These rollers were just as noisy as the worn rollers they replaced and now, 14 months later my dryers is squeaking to high heaven. I’m not buying from this supplier again.",6
negative,"These are okay.  I bought them to cushion the blow whenever my fridge door opens uncontrolled into my pantry door.  They're always slipping to the bottom with the velcro side out (and I put them on pretty darn tight!), so inevitably, people always ask me why poorly I'm decorating the fridge handles.",6
positive,Fits perfectly.  works well.,6
positive,Great value,6
positive,Excellent water filter for my refrigerator.,6
positive,Exact fit and fixed the cycle trouble. Easy install too.,6
positive,"The ice maker is nice. Nuggets are a little bigger than we thought they would be, but it works quickly. Adding water constantly will probably get old, but that's the only option we had. The biggest (and really only) complaint is that it is LOUD! The ice maker melts and re-freezes the ice. The noise from the kitchen is incessant. We have had to turn it off at night. Wish it were quieter.",6
positive,"These are the new water filters for my Whirlpool refrigerator.  Easy to use, easy to switch out.  Only time will tell how long they will last.  I just replaced my old filter two weeks ago.",6
positive,"I like the Coffee Paper Filter for Ekobrew Single Serve Filter. I had to go to a dark roast blend coffee, but it is a great money saver.",6
positive,User-friendly. Simple to use.,6
positive,Perfect for my two coffee pots.,6
positive,very easy to put in just take your time. wipe out compartment that filter fits into. All goodafter that.,6
negative,"Buyer beware this is not a flat grey as pictured. Instead, it’s bright, reflective and lights up like a safety reflective clothing or equipment you would wear to be visible at night. It’s like they had extra material from the 80’s and made glass stove protectors with it. This is NOT what I thought I would get. Both my wife and I looked at each other like, “uh oh. Do we still want to use this?”. Not very cool selling practices from<br />The seller.",6
positive,Genial,6
positive,This was a perfect replacement for the expensive LG filter my refrigerator requires.,6
positive,"this is my second one, coming back to drip coffee makers after 2 years with an electric peculator... which everyone else was terrified of using.",6
positive,Worked perfect!,6
positive,Perfect,6
positive,The first one was a fluke and didn’t work company set me another over night and my dryer works good as new great product,6
positive,"Pretty expensive to what amounts to a sticker, but it does what it is supposed to do and matches up well with the control board.  Just make sure you have it lined up perfectly before applying because this is not coming off without a fight.",6
negative,So upset. The Dryer is completely destroyed by dents and blown out sides.,6
positive,"I bought for replace on my little fridge bar , it work great, valued price and I safe some money if I have to pay someone to fix it",6
positive,Era lo que buscaba,6
positive,"Read many reviews and took a chance on this one. I recently bought the 560 2.0 but did not want to totally be restricted to numbered pods for the carafe usage and would like to make more than a 10oz coffee cup.<br /><br />Yes this refillable cup works, opens all the choice options. I read some saying it didn't fit right. I was concerned about that but it does as long as it's lined up in the exact place the carafe would be. I don't believe filters are necessary as many have mentioned. I previously used my kcup with my older model and other ezcup types, both had washable filter screens. Then again I prefer strong coffee and pre Keurig days used coffee makers with permanent mesh filters not paper. So fitting a paper screen is a personal preference and whether you just want a bigger cup of coffee or prefer to make carafes of your own fav coffee, this reusable pod should be a happy choice.",6
positive,"Works great, love it. Fits well with my coffee maker.",6
positive,"Quality was good.  No problems. I replaced this  bearing kit, as well as the seal kit.  The old seal was worn, causing the washer to leak.  Bearing kit went on well.  Washer is now repaired... which makes my wife happy!  Delivery was speedy too.",6
positive,Fix my problem,6
positive,Very well made filters that without problems at a very economical price.,6
positive,Looks great in kitchen,6
positive,Have not used filter very long to be able to compare to other brands.,6
negative,"Because the seller failed to provide sufficient pictures, I need to order part number 2212322 known as the bracket.  Not sure how this item works as I am unable to install it!",6
positive,good part,6
positive,Appears to be as effective as higher priced products - yes I would recommend this product.,6
negative,Just made a huge mess as the seal on the cartridge is not tight enough.,6
positive,"Great replacement part, fit perfect.",6
positive,"It's only 2 of us most the time .  So a full sized dish washer was either a ""dirty dish holding area"" or a waste running half empty.<br /><br />This little one, is great small capacity. Super quiet, I can barely hear it run while in the kitchen.<br />Heats it's own water, and uses very little.<br /><br />The only down side is it will not hold large plates.<br />Or deep bowls.<br />They simply do not fit in the rack.<br />I've gone and gotten a melamine set for every day that fits. And use my stoneware for company.",6
positive,I’m glad to be able to purchase on line. It’s the manufacture’s brand and it does it’s job.,6
positive,"This is one of the best designed filter as far as refrigerator water filter goes.<br />Unlike others, this one does not have to be rinsed and no adapter is needed.<br />The old one just pulls out, and the new one just pushes in.",6
positive,Great,6
positive,"DYI and save money.  Pro tip: Place one of those magnet calendars or something under the item while installing to catch the screws when you inevitably drop them.  This saves time.  I learned it on YT.  Watching videos helped me avoid frustration and do it right the first time.  Then, when the oven lights immediately and heats right up to temperature, you can bake a cake to celebrate.",6
positive,"I had been making single coffee cups with the ""Beyond Gourmet"" brand filters, but when I couldn't get them, I tried the Filtropa White Coffee filters. Boy I am glad I did.  I can't explain how they do it but the cup fills probably 2-3 times faster. It always seemed like ""Beyond Gourmet"" brand filters would just self clog.  The coffee from the Filtropa filters is uniform and delish. I won't be going back to the old filters.",6
positive,They work just like the more expensive ones.,6
positive,This adapter came in very handy as the connection from my dryer to the vent were two different sizes. Works great,6
positive,"A friend told me about these and I decided to try it out, I was not disappointed they worked out very well.  Easy to fill and cleans up well.  I like the idea of the mesh cup you can see easily how to fill them up.  Oh, they shipped fast.",6
positive,It’s been working so far not sure on longevity but working as it should.,6
positive,"Was exactly as described, used it for a small, 6.5 cu ft upright freezer.",6
positive,Water tastes great. Just make sure to let half gallon of water run through it first.,6
positive,"Exact fit, easy installation for someone with at least moderate repair skills. Good value for the money.",6
positive,Did the job,6
positive,a great product,6
positive,Works like the original,6
negative,"Don't waste your money,  not cold, fan is slow, ineffective",6
positive,This was an Excellent replacement for the broken bin that we were replacing! It arrived quickly and the product was as expected.,6
positive,Was fairly easy to assemble. Love that my mini fridge is now off the carpet and I can easily move it around as needed.,6
positive,"Filters work fine, thank you",6
negative,"We ordered this motor when ours went out on an old fridge the previous owner left behind. When taking the old motor out, I cleaned it off and it started working again. We haven't actually used this new motor yet, but when we do I know it will do the job and fits as I tested it. Everything that was listed arrived including instructions which was nice.",6
negative,The product looks used. It was wrapped in cheap plastic and the inside of the filter opening was dirty. I would give it a negative rating if possible. This is defintely unacceptable!,6
positive,They arrived fast and they were in great condition. Unfortunately they were the wrong size.,6
positive,Can't find this filter locally!!  Happy with the product and am a repeat buyer,6
positive,Such a lovely luxury in Bakersfield - cold water with ice on demand.  I guess that we have to order a new one every six months.<br />Drug dealer business model.,6
positive,"Drip pans that are deep enough, I'm so glad I found these.",6
positive,love the fact that I can keep kcups out of landfills and that I can add some good stuff to my mulch pile at the same time - bravo!,6
positive,"I was happy to see the excellent design and construction but was a little disappointed with the amount of coffee it produced. about 150ml, 4.8oz.  a little short of the average cup of coffee we expect.  As others have commented you can hold the green button and get a little more coffee to suit your desires.  But if you are like me you put it in and put your cup under the discharge and walk away.  Other than that short coming it is nice to have a replacement for the throwaway discs which can cost $1 each and are not recyclable.  I would recommend.",6
positive,Exactly as OEM and worked very well. Amazingly it seems to have fixed the issue we had with out front panel as well.,6
positive,"Item fit the description. Once installed, the washing machine worked for a couple days until it broke for another reason. So I can't say anything regarding long term, but it did the trick, and appeared to be of good quality.",6
positive,Works perfectly.,6
negative,Very easy for a child to stick something flat inside of the keyhole and open the fridge. I wish I would have bought a lock that had a code because I’m constantly re-locking the fridge.,6
positive,"Purchased the ice maker back in August 2022, setup with the water line coming in and the ice maker works quite well. Did have an odd issue when the unit kept filling with water and wouldn't make ice. Reached out to Euhomy support and sent a description of the issue along with the videos and they were very quick to offer to send over a new unit without issue. Received the new unit and back to having great ice.",6
positive,"While these need to be periodically replaced, they work great!  The Keurig has no problem reading them and I can use my own coffee.",6
positive,I have a upright whirlpool freezer. The evaporator fan motor stopped working and the top of the freezer was not cold. This motor replaced part WPW10236142 that costs more than $100. It might have to be mounted sideways but it fits and the plug is the same.,6
positive,I want to update my review I posted earlier. It is true that replacing this part did not fix my wine refrigerator but the relay did need replacement. I know this because I watched a YouTube video and inspected the insides of the existing relay and it was bad.  I found another youtube video on checking the thermal power protector that provides power to the relay and found that it was bad. I am confident my wine cooler will work now that the relay has been replaced and soon the power thermal protector.,6
positive,"I was sent exactly what I needed and what I ordered. It doesn't get any simpler than that! Oh, and you couldn't beat the deal that was offered.",6
positive,"This ice maker is impressive.  It makes an incredible amount of ice, much better than the original ice maker.  Installation was crazy easy.  I removed the original part, then replaced it with this new one - in under 15 minutes.  The repairman quoted $300 to replace the ice maker!  Do it yourself for just the price of the part, its SO EASY.",6
negative,"I first purchased this unit about 7 months ago and if I wanted to dry a second load of clothes right after the first, it would shut off right away and not dry the clothes. None of the service people (contracted by Samsung) knew what they were doing or had any knowledge in repairing these units. So Samsung was nice enough to replace the unit. In my situation I had to have the local propane people do the conversion in which the front cover and top has to be removed to get to the parts required. So I had to pay twice now to have the conversion done.<br /><br />So I get the new unit today and the propane people arrive the same day to convert it only to find out that the new unit doesn't heat at ALL! Of course the store says that they sell a lot of them and don't have problems, but I had two out of two. Don't bother calling or chatting with Samsung, because all they have is a manual like you have when they attempt to support you.<br /><br />I am very unhappy with the reliability and the service.",6
positive,Very easy to connect and use. Goes into the lint vent very easily,6
negative,Product did not fix problem!,6
positive,Love it when I can fix my own stuff for a fraction of the price.,6
positive,Perfect,6
positive,Item works as described and was received promptly,6
positive,Our ice maker would sporadically stop producing ice. This fixed it. We always have a full bin now.,6
positive,"My husband bought and installed this fairly easily and sure enough, our oven works again.",6
negative,I bought this oven four years ago and already the digital read out for temperature control is burning out. It will cost me $284.18 to replace the clock assembly. We called customer service and told us to buy a warranty. I don't like the way the oven racks are made as they are difficult to remove when you want to adjust the height of the shelves and the bottom of the oven buckled & warped after using the self cleaning option. I also bought an Electolux top of the line dishwasher at the same time & I won't go into all the trouble I've had with that!,6
positive,Very easy installation..looks great,6
negative,Ice build up in bottom of fridge.  Repairman replaced the board under warranty.  Now icemaker leaks.  I would not recommend.,6
positive,Exact replacement filter for our Whirlpool refrigerator and the price is terrific. I think we have found our filter supplier for good!,6
positive,A++++++++*,6
negative,They do not fit all pots - double check your coffee maker,6
positive,Awesome little ice maker that makes ice fast and is super easy to use and clean,6
positive,Good product,6
negative,Did not fit my unit. Said it would. No return for credit option. Wasted time and money,6
negative,Leaks constantly,6
positive,"Very economic, used these to change shocks on whirlpool front load washer!! Almost identical to the ones I removed.",6
negative,Love this,6
negative,Purchased this six months ago and it quit working :(,6
positive,Too expensive,6
negative,"Used vac twice., cheap filter already coming apart.  Price would be almost fair for a six-pack.",6
negative,Does not clean or wash at all.,6
positive,Sturdy. Better than expected,6
positive,Easy to use no more paper filters for morning joe,6
positive,Great value .Filters fit and work good like they should. I will buy this filter again .,6
negative,We just installed this replacement filter.  It has been several days and the water tastes terrible.  I would like to exchange it but don't see a way to contact the seller.,6
negative,"[[VIDEOID:43bf8d5e3b85452c06b3f35a97f1a03c]] Needs a basket or agitater inside to ring out the clothes when they are done. Other then that it works good.<br />((((Update))))<br />It's a little noisier then my other one.<br />But I'm happy with it.<br />Needs a few updates.<br />Nothing I can't handle.<br />I think it works better than my other washer, but I still need to use the ringer in the other one to ring out the clothes.<br />I also have to raise the hose a little higher to make sure it doesn't leak everywhere.<br />It still leaks from where it's connected inside.<br />And I just got it not to long ago.<br />But that's what reviews are for.<br />To work out the kinks.<br />Find out what needs updated and fix the issues.<br />Also needs this drain stopper thing.<br />Look at pictures.<br />The other has 3 knobs.<br />I'm happy with it.<br />I can fix a hose.<br />I'm macanicly inclined.<br />Adding pictures.",6
negative,Son un poco más peq. Y no colleron,6
positive,Exceted expectations. Being freezer n ice tray people it took a bit to get use to it but it is now an integral part of our daily life. Works flawlessly and provides plenty of ice for our daily neefs plus extra for the freezer for just in case. Highly recomended.,6
positive,Great value!,6
negative,Improper fit. Laundry gets caught often and ruin laundry.,6
negative,"They don't seal at all, no matter how much or how little you iron them.",6
positive,This is what my Air care came with and it did not take long to install.,6
negative,"It filters but doesn’t last for more than a month and isn’t cleanable. You have to get a new one. If there’s something cleanable I’d love to know about it. If it’s not replaced quickly, it stops the humidifier from working well. Mine works with filtered city water for only about 4-weeks before turning hard and breaking down.",6
positive,"I am not a repairman, but know how to use a multi-meter and turn a screwdriver.  My dryer kept burning out one of the thermostat which caused the dryer to run, but not heat up.  After cleaning lint out of the dryer and exhaust ducts the thermostats continued to blow.  Finally replaced the whole unit and it has been working great for a month.  The heating element on the old unit tested ok, but must have been weak.  Should have ordered this to begin with.",6
positive,I was about ready to buy a new dryer and decided to try repairing first. This door switch is the correct part. Very easy to do. I watched a YouTube video first. It’s just the connection and two screws. So happy to have my Whirlpool dryer running again! Quick shipping too.,6
negative,Coffee went right through the paper filter after brew.,6
positive,Filter fit perfectly in my fridge and arrived quickly,6
positive,"It came right on time, and the heating element was a breeze to install. I hadn't bought the crimping connectors to connect the wires for the thermostats, so just put in the heater. Apparently, that was all I needed as our 20-year-old refrigerator is back up and running. We're remodeling our kitchen in the next few months, so this was the perfect and inexpensive fix to keep our refrigerator running (Better go catch it! :) ) until we're ready for a new one. So glad we didn't have to spend a ton to make it happen.",6
positive,"Exactly the product needed for my fridge.  Arrived in a timely matter.<br />The issue is with the product it self - the plastic is perhaps not as strong as it should be to hold heavy meat and veg bins.<br />This is on opinion on design, not the seller.",6
positive,Perfect coffee<br />Perfect timely delivery<br />Perfect price,6
positive,The original heating element in my dryer went out after about 10 years.  I bought this and it lasted 2 years.  Its less than half the price of the one from Electrolux.  So I guess I can't complain.  Its about an hour or less of time and effort to replace.,6
positive,"I know this sounds silly, but this is the best purchase I have made in a long time, and well worth the money!  It seems to have come down in price since I bought it a year ago, but let me tell you... if you have a thing for Sonic style ice, then you MUST have this!  It fits perfectly under my corner cabinet, so it doesn't really take up much space.  I bought this for my husband for his birthday, and he gushes about it several times a week... making comments about how much he loves his ice.<br /><br />UPDATE: It has been exactly a year since I bought this for my husband, and it is still going strong.  We have had absolutely no issues with it.  We do follow the instructions for the weekly cleaning regimen, but it has required no maintenance other than that.  Still loving our pellet ice!<br /><br />People have posted here that they have had issues with theirs, but I have had it for almost a year now without issue.  I follow the manufacturer's recommendation to clean it once a week, which is very easy process.  So if you are undecided, just go for it!  You won't regret it!",6
positive,Fits perfect.,6
positive,Quick to make ice for my adult beverage,6
positive,Very easy to use.,6
positive,"Worked like the old, more expensive filters purchased from 'big box store'. Same installation; two for less than the price of one. Will order again.",6
positive,It's only been a couple of months but it seems to be working just fine. OEM lasted 15 yrs of heavy use. We will see how long this last,6
negative,"Needed to replace both the diaphram and steam nozzle. Although clearly displayed in product images, steam nozzle was noticeably absent. Please, either add a disclaimer or update product photos. Would have purchased the nozzle at the same time instead of waiting another week.",6
positive,Make my dry work better then when it was new. Nice thick wires,6
positive,Quick delivery!!!! We had product in one day!!! Exactly like the screen that originally came with the dryer!!!!!,6
positive,Cheap fix for a broken washing machine. $30-40 versus a couple hundred for a new machine. This part is the most common piece to break.,6
negative,Has failed after 13 months.<br />Too bad!,6
positive,Turns water black. After a few soakings it was ok.<br />I'm sure the brand name is better but these are so much cheaper. Just soak 2or 3 times and are usable,6
positive,"GE part, took 10 minutes to swap out once the cover was off the lower back of the fridge. Stopped the drip! Easy-connect fittings - just press the 'collar' while pressing the hoses into the valve, and they come right out. Replaced p/n RIV-12AE-10. The only issue was the plastic shield between the source water fitting and the electrics. The original is slightly different. Easy to cut the new one down so it will mount or just swap with the old.<br />Others told me just turn off the water and do manual ice trays. Since is the first (only) part to wear out in 15 years, I thought I'd give it a shot and I'm truly glad I did. 10 minutes of time to do a simple repair after 15 years of solid use isn't bad for this GE fridge.",6
positive,"Easy-to-use,  fit as it should.",6
positive,"I just received my range hood and took it out of the box. Tested out the fan (about as loud as I expected it to be...runs smooth and sounds like a fan) and tested the lights (they work). But the description of the product is not accurate. Instead of two 2 watt LED lights, it has two 35 watt halogen bulbs. Not a big deal, but I don't like how hot halogen bulbs get and the energy efficiency of the LED's would have been nice to have. A little disappointed as I was expecting LEDs, but overall I am still happy with the product so far...time will tell.<br /><br />I'm rating the product 4 stars (probably premature to do so since it hasn't been installed yet), but based on testing it out and the look of the hood, for the price you can't beat it. My brother dropped ~$2k on a fancy Vent-A-Hood and after seeing this hood he regrets spending so much money.<br /><br />Update 8/12/2013:<br />Very impressed with AKDY customer service. They responded within an hour of my e-mail inquiry as to why the hood was advertised as having LED lights, but came with 2x35W Halogens (The halogens my hood came with are 35w, although they are still listed here on Amazon as 30W). I was offered a generous discount to cover the cost of purchasing LED lights; I am happy with the resolution.<br /><br />Update 12/17/2015:<br />Up until this week, the hood has been functioning very well. But for the past two nights, the fan has randomly powered on in the middle of the night (unfortunately at around 1AM and 3AM). The electronics seem to have gone haywire. I have sent an e-mail to AKDY to see about resolving the issue. It is within the 3 year warranty, so hopefully they are as good at resolving this issue as they were with the LED light issue. We shall see...<br />It turned out that the gas sensor had malfunctioned, so the fan was powering on because of the auto-detection of gas feature. I simply removed the sensor and problem solved.",6
positive,Easy breezy to install and remove later on!,6
positive,"fit perfectly and is more sturdy than the one we bought the fridge with. I responded incorrectly before, please pardon my error",6
positive,"After finishing our basement and installing a wet bar, adding this keg dispenser was a no brainer. As someone new to  operating/installing keg, this was relatively easy and simple to operate. looking forward to using it for many years",6
positive,Great price.  Just what I need.,6
negative,No es exactamente del modelo de mi estufa pero si funciona bien,6
positive,Worked great,6
negative,Fine besides the fact it’s actually hard to take eggs out of it.,6
positive,really nice product looks great the only issue I got is the metal trim was dented,6
negative,I ordered this for my sister for Christmas and it was being used just a couple of times a week for 6 months and it suddenly stopped making ice!  To have such a short life cycle I don’t feel it’s worth it!  Very disappointing!!!,6
negative,Difficult to install with included instructions. Chimney is too short for 8’ceiling,6
positive,Works perfectly. I dry entire loads in it and it barely produces heat out of the exhaust so i decided not to get a hose.<br /><br />I had my doubts and went through about 50 different models of these but this  one had the best RPMS meaning it rotates the fastest thus dispersing the heat inside better to the clothes. You want that. So. You want this. Buy it. Stop reading and asking questions. Its worth.  Even has a warranty but I havent checked the legitimacy of it. Im not worried about that because we use it with care and have a spindryer to remove moisure beforwhand anyways so this only gets damp clothes nothing superwet.,6
negative,"Did not last even a year don’t buy, don’t buy because replacing it is a long painful process,",6
negative,"Is not a direct replacement, the arm does not shutoff ice maker when ice tray is filed and ice falls everywhere in freezer.",6
positive,Fit as described,6
positive,Great buy I bought two to use for regular coffee love it.,6
positive,&#34;Pads solved a multi-year problem with washer walking in laundry room - wish I had bought sooner!&#34;,6
negative,"Did not work lights flashed ,blinking",6
negative,"This is 5 stars if you want to read humidity, as that's what your eye will always go to. But the smaller numbers below are temperature. I think backwards for most everyone.",6
positive,These are great and cover the space from back of stove to the front.  No more drips on the side of the stove or lost rice.,6
negative,"Only thing I don’t like is that the coding is printed on it but I can’t figure out what is it in comparison to the Nespresso pods. Trying to figure out the right ratio of coffee grounds.<br /> Otherwise the product is amazing. Easy to clean, has weight to it.",6
negative,Motor fit.After installation bearing made noise.had to return.built cheap.I would not recommend.,6
positive,Fits perfectly,6
negative,The picture makes it look a lot higher quality than it is. It’s more like a cheap refrigerator magnet.,6
positive,Broke the dryer catch at a vacation rental. Ordered these and repaired so we didn’t lose out security deposit!,6
positive,Used it every day!!!,6
positive,Worked perfectly for my GE oven.  Plug and go.,6
positive,"The washer only has wheels on the back. You have to tilt to move. I am a ""mature"" adult and that was inconvenient; plus I was going to move it in and out of a space under the counter. I bought four cart style wheels and attached them. They work just fine, so not a long term problem. This washes the clothes very well. East to use. Lots of choice for temp, small to large loads, and many selections from delicate to spin. If you live in small space, I think this is a winner",6
positive,"Works great with the K150 I have at work. Really all I bought it for. Don't like constantly pitching those single use coffee pods away, too wasteful.",6
positive,The pump is well made and  the price was a great value,6
positive,I got these for a Christmas present.  They fit well in my Kuerig.  I like the fact the bottom is recessed so you don't have to line up the hole in the bottom of the cup.  I also like have multiple K cups so you can set it aside to dry before emptying.  It's easier to empty/clean out the grounds when there is moisture.  Great purchase.  I recommend.,6
positive,"I've had them for a few months now and they appear to be in working order. I've tested them by putting them into rooms, recording the information, then swapping them and recording again. Their gauges adjusted accurately.",6
positive,"This is perfect for the small clothings, underwear, bras, light weight shirt,etc. I will just use the laundromat for blankets and bed sheets. During the stay-in-place and not have to worry about social distances at the laundromat, I can wear the same clothes everyday!",6
negative,"Either these are the wrong replacement filter pods, and/or the instruction are so poor that I can't change it in the coffee maker.<br />I didn't bother returning out of frustration, because this entire order was a problem",6
positive,"Works great. No issues at all, used daily",6
positive,"Please note, this item is listed as not returnable. I missed reading that and the icemaker doesn't fit even though the Geek Squad Teck recommended it. However, the company worked with me and in the end, we were able to return the icemaker which mean we weren't out the $80.",6
negative,"This little washer has been absolutely game changing for me. I use it regularly now to wash all my clothes, sheets, towels - my fitted and top sheet fit in one load, and I can do about one bath towel per load as well. My only problem is after about four months, the timer somehow broke on the spin dryer, leaving it spinning so long it wore down the motor. So now I need to get a new washer, since now I've had one I can't imagine going without anymore.",6
positive,"Cute, but small. But its ok. The item its pretty, material its good. Perfect if you are doing regular coffe, how ever prepering just one (1) cup of coffe art... theres no plenty space, well, doing the coffe art, the milk reach the very top of the pitcher, and sometimes get out of it.  This beatiful guy with 20 onz of capacity will be my dream one. :) Oh, this beautifu guy has the measure inside and that its a plus! I like that, so helpful. I reserve the 5 star for the 20 onz one, because its my neccesity. Those who dont work coffe art should rate it with 6 star! Its really cute!",6
positive,Easy to install and cheaper than calling a repair tech.,6
positive,"I like the fit of the filters and the convenience of a 12 pack, making it easier to change them without having to reorder as often.",6
positive,"I purchased this pump because my LG French Door refrigerator's water dispenser stopped working. At first the water would trickle out which I assumed was due to a clogged filter. After replacing the filter and still getting low flow, I thought maybe the tubing in the back was clogged so I replaced this as well. When I realized there was nothing left to replace, I searched for the pump. At first I could not seem to find the exact pump. Although entering the part number would generate results, the picture (like the one displayed on this product did not match what I needed.<br /><br />My original pump had to motors. 1 for the filtered water and 1 for the ice machine. There was only one tube heading out of the pump, up the back of the fridge, and into the filter. Then a tube would come out of the filter make a loop and go back into the fridge thereby supplying filtered water to both the water line and the ice machine.<br /><br />I ordered this pump as the only option thinking it would not work. Had it not worked, I would have either gone to purchase a new fridge or just stopped using the water and ice dispenser. When it arrived, I realized I had to remove the second pump that it comes with. This was very easily done and reversible if necessary. The plugs fit in perfectly and the water line fit good too.<br /><br />After several month, the fridge has been working perfectly. Water line pressure is back to normal, ice machine is producing ice again. No leaks. Wish I would have purchased this before all the filter changes and water line retubing. Granted, I refurbished the entire system.<br /><br />From the looks of this pump, if you have an LG fridge with water and ice maker, this pump should work as it seems it is compatible with multiple different fridges although I am not sure about any other brands. My fridge is a French Door purchased back in 2007. Still works great now that this pump has been replaced.",6
positive,Perfect replacement for my oven's bake element.,6
positive,"I was so excited to get this ice maker, I have wanted one for a long time and bought it over other brands based on reviews and the fact that I could get an additional warranty on this one. When I finally got it set up and run through two cleaning cycles, the first ice cycle didn’t work. Sadness! I gave it a few more chances before I emailed customer service and asked if I was doing something wrong. Turns out It was a defective unit. I returned it and they had a new unit to me within a few days. The second one works perfectly! I’m shocked at how quickly it makes ice and how much it can make when you leave it running. We’ve been bagging it up and putting it in the freezer, after we have all we want in our cups and drinks. My 12 year old says, “Best purchase ever!!” every time he fills his cup. The ice is very crunchable. So glad I took a chance on this brand.",6
positive,"Because we did not have to buy another fridge, that's why! Well done!",6
positive,perfect fit,6
positive,"My old ones were a solid capsules (no screens) with separate lids and required the removal of the needle insert in the Keurig. Not only are these better at brewing, you just pop them in, then out again like a normal coffee pod. Easy to clean, and easy to use.",6
positive,"Love these filters.  Cleanup is as easy as using a regular K-cup without having to deal with the guilt of adding more plastic to the landfills.  The coffee tastes much better than using the screen filter.  I love being able to use my favorite coffee and making it at the strength I desire.  Admittedly, it still doesn’t taste as good as using fresh ground beans in a drip coffee maker but I can now enjoy a decent cup of coffee at the office.  Oh yeah - it’s way less expensive than using the K-cups.",6
negative,I tripled the concentration and it still couldn't be smelled.,6
positive,"These filters are great,they didn't change the flavor of my coffee or chai and they fit securely .  A plus  is they were less expensive  than the brand name filters.",6
positive,"I only used one and it is very good so far, I've been using this for couple months already and it is cool, the only thing is that it is not too easy to open the lid, not sure why it kind of little tricky",6
positive,Excellent,6
